Database entry; RomName; Rom; Vid; Thm; Whl; Art1; Art2; Art3; Art4; Snd; crc; Manufacturer; Year; Genre
Style Lab - Jewelry Design; Style Lab - Jewelry Design (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Style Lab - Makeover; Style Lab - Makeover (USA) (En,Fr,Es); NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Style Savvy; Style Savvy (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Subbuteo; Subbuteo (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Successfully Learning English; Successfully Learning English (Europe) (En,Fr,De,Es,It,Tr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tornado; Tornado (USA) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sudoku Gridmaster; Sudoku Gridmaster (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Sudoku Mania - Enhance Your Critical Thinking Skills!; Sudoku Mania - Enhance Your Critical Thinking Skills! (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Sudokuro - Sudoku & Kakuro Games; Sudokuro - Sudoku & Kakuro Games (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Suikoden - Tierkreis; Suikoden - Tierkreis (USA) (En,Fr,Es) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Suite Life of Zack & Cody, The - Circle of Spies; Suite Life of Zack & Cody, The - Circle of Spies (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Suite Life of Zack & Cody, The - Tipton Trouble; Suite Life of Zack & Cody, The - Tipton Trouble (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Summon Night - Twin Age; Summon Night - Twin Age (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Touch Detective; Touch Detective (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Super Black Bass Fishing; Super Black Bass Fishing (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Super Collapse! 3; Super Collapse! 3 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
TouchMaster; TouchMaster (USA) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Super Fruit Fall; Super Fruit Fall (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
TouchMaster - Connect; TouchMaster - Connect (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
TouchMaster 2; TouchMaster 2 (USA) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wizard of Oz, The - Beyond the Yellow Brick Road; Wizard of Oz, The - Beyond the Yellow Brick Road (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
TouchMaster 3; TouchMaster 3 (USA) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Witch's Wish; Witch's Wish (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Witches & Vampires - The Secrets of Ashburry; Witches & Vampires - The Secrets of Ashburry (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Super Scribblenauts; Super Scribblenauts (USA) (En,Fr,Es,Pt); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Super Speed Machines; Super Speed Machines (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Super Star Kartz; Super Star Kartz (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Superman Returns; Superman Returns (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Supermodel Makeover by Lauren Luke; Supermodel Makeover by Lauren Luke (Europe) (En,Fr,De,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
WireWay; WireWay (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sushi Academy; Sushi Academy (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Toy Story 3; Toy Story 3 (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
X-Men - Destiny; X-Men - Destiny (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Trace Memory; Trace Memory (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
T.A.C. Heroes - Big Red One; T.A.C. Heroes - Big Red One (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
TrackMania DS; TrackMania DS (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
TrackMania Turbo; TrackMania Turbo (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
WWE SmackDown vs Raw 2009 featuring ECW; WWE SmackDown vs Raw 2009 featuring ECW (USA) (En,Fr) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Winx Club - Your Magic Universe; Winx Club - Your Magic Universe (Europe) (En,Fr,De,Es,It) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tale of Despereaux, The; Tale of Despereaux, The (USA) (En,Fr) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wipeout - The Game; Wipeout - The Game (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tales to Enjoy! - Puss in Boots; Tales to Enjoy! - Puss in Boots (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tales to Enjoy! - The Three Little Pigs; Tales to Enjoy! - The Three Little Pigs (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Transformers - Autobots; Transformers - Autobots (USA) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tamagotchi Connection - Corner Shop; Tamagotchi Connection - Corner Shop (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Transformers - Dark of the Moon - Autobots; Transformers - Dark of the Moon - Autobots (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wreck-It Ralph; Wreck-It Ralph (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tangled; Tangled (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tangram Mania; Tangram Mania (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Transformers - Dark of the Moon - Decepticons; Transformers - Dark of the Moon - Decepticons (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tao's Adventure - Curse of the Demon Seal; Tao's Adventure - Curse of the Demon Seal (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tecktonik - World Tour; Tecktonik - World Tour (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tecmo Bowl - Kickoff; Tecmo Bowl - Kickoff (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Transformers - Revenge of the Fallen - Autobots Version; Transformers - Revenge of the Fallen - Autobots Version (USA) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Transformers - War for Cybertron - Autobots; Transformers - War for Cybertron - Autobots (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Teenage Zombies - Invasion of the Alien Brain Thingys; Teenage Zombies - Invasion of the Alien Brain Thingys (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Transformers - Revenge of the Fallen - Decepticons Version; Transformers - Revenge of the Fallen - Decepticons Version (USA) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tenchu - Dark Secret; Tenchu - Dark Secret (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Winx Club - Secret Diary 2009; Winx Club - Secret Diary 2009 (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Transformers - War for Cybertron - Decepticons; Transformers - War for Cybertron - Decepticons (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Winx Club - Quest for the Codex; Winx Club - Quest for the Codex (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Transformers Animated - The Game; Transformers Animated - The Game (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Texas Hold 'em Poker Pack; Texas Hold 'em Poker Pack (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Winx Club - Magical Fairy Party; Winx Club - Magical Fairy Party (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Theme Park; Theme Park (USA) (En,Ja,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Transformers Prime - The Game; Transformers Prime - The Game (Europe); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Trash Pack, The; Trash Pack, The (Europe); NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Winter's Tail - How One Little Dolphin Learned to Swim Again; Winter's Tail - How One Little Dolphin Learned to Swim Again (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Winx Club - Believix in You!; Winx Club - Believix in You! (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Winter in Blue Mountain; Winter in Blue Mountain (Europe); NO; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
World Championship Games - A Track & Field Event; World Championship Games - A Track & Field Event (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
ThinkSmart Games - Scotland Yard - Hunting Mister X; ThinkSmart Games - Scotland Yard - Hunting Mister X (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Winter Sports 2 - The Next Challenge; Winter Sports 2 - The Next Challenge (USA) (En,Fr,De,Es,It) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Thor - God of Thunder; Thor - God of Thunder (USA) (En,Fr,De,Es,It) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Trauma Center - Under the Knife; Trauma Center - Under the Knife (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Trauma Center - Under the Knife 2; Trauma Center - Under the Knife 2 (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
WordJong; WordJong (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tiger Woods PGA Tour; Tiger Woods PGA Tour (USA, Europe) (En,Fr,De) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tiger Woods PGA Tour; Tiger Woods PGA Tour (USA, Europe) (En,Fr,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tiger Woods PGA Tour 08; Tiger Woods PGA Tour 08 (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tigre, El - The Adventures of Manny Rivera; Tigre, El - The Adventures of Manny Rivera (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tim Stockdale's Riding Star; Tim Stockdale's Riding Star (Europe) (En,Fr,De,Es,It,Sv,No,Da) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Time Ace; Time Ace (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Windy x Windam; Windy x Windam (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Times Crossword Challenge, The; Times Crossword Challenge, The (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Travel Games for Dummies; Travel Games for Dummies (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Woodleys, The - Summer Sports; Woodleys, The - Summer Sports (Europe) (En,Fr,De,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tinker Bell; Tinker Bell (USA) (En,Fr,Es) (Rev 1); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Treasure Master; Treasure Master (Europe) (En,Fr,De,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tinker Bell + Tinker Bell and the Lost Treasure; Tinker Bell + Tinker Bell and the Lost Treasure (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Treasure World; Treasure World (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tinker Bell and the Lost Treasure; Tinker Bell and the Lost Treasure (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Treasures of Montezuma, The; Treasures of Montezuma, The (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
TMNT; TMNT (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
TNA Wrestling Impact! - Cross the Line; TNA Wrestling Impact! - Cross the Line (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
To-Fu Collection; To-Fu Collection (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Trioncube; Trioncube (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tom and Jerry Tales; Tom and Jerry Tales (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tom Clancy's EndWar; Tom Clancy's EndWar (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tom Clancy's Splinter Cell - Chaos Theory; Tom Clancy's Splinter Cell - Chaos Theory (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tropical Lost Island; Tropical Lost Island (Europe) (En,De,Nl) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tony Hawk's American Sk8land; Tony Hawk's American Sk8land (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tony Hawk's Downhill Jam; Tony Hawk's Downhill Jam (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Tropix! ...Your Island Getaway; Tropix! ...Your Island Getaway (USA) (En,Fr,De,Es,It) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tsumiki - The Infernal Tower; Tsumiki - The Infernal Tower (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Toon-Doku - Sudoku with Pictures!; Toon-Doku - Sudoku with Pictures! (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
True Swing Golf; True Swing Golf (USA) (En,Ja,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tootuff - Mission Nadia; Tootuff - Mission Nadia (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Willkommen in der Steinzeit - Ueberleben Ist Alles!; Willkommen in der Steinzeit - Ueberleben Ist Alles! (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Top Gun; Top Gun (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Top Model Academy; Top Model Academy (Europe) (En,Fr,De,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Top Spin 2; Top Spin 2 (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Top Spin 3; Top Spin 3 (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Turn It Around; Turn It Around (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Top Trumps - Horror & Predators; Top Trumps - Horror & Predators (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ultimate Game Room; Ultimate Game Room (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wizards of Waverly Place; Wizards of Waverly Place (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Totally Spies! 2 - Undercover; Totally Spies! 2 - Undercover (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Totally Spies! 3 - Secret Agents; Totally Spies! 3 - Secret Agents (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Totally Spies! 4 - Around the World; Totally Spies! 4 - Around the World (Europe) (En,Fr,Es,Nl) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Touch 'N' Play Collection; Touch 'N' Play Collection (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Touch Darts; Touch Darts (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Ultimate Mortal Kombat; Ultimate Mortal Kombat (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Touch Detective 2 1-2; Touch Detective 2 1-2 (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Touch Mechanic; Touch Mechanic (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Touch the Dead; Touch the Dead (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Undercover - Dual Motives; Undercover - Dual Motives (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
TouchMaster; TouchMaster (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Underwater Attack; Underwater Attack (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Underwater Puzzle - Echter Puzzlespass fuer Unterwegs; Underwater Puzzle - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Witch's Tale, A; Witch's Tale, A (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Toy Shop; Toy Shop (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Wilden Huehner und die Jagd nach dem Rubinherz, Die; Wilden Huehner und die Jagd nach dem Rubinherz, Die (Germany) (En,De,Sv); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Unsolved Crimes; Unsolved Crimes (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Uno 52; Uno 52 (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Wild West, The; Wild West, The (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Wiffle Ball; Wiffle Ball (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Transformers - Autobots; Transformers - Autobots (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Up; Up (USA) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Urbz, The - Sims in the City; Urbz, The - Sims in the City (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Transformers - Decepticons; Transformers - Decepticons (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Who Wants to Be a Millionaire - 2nd Edition; Who Wants to Be a Millionaire - 2nd Edition (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
USA Today Crossword Challenge; USA Today Crossword Challenge (USA) (En,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wickie und die Starken Maenner; Wickie und die Starken Maenner (Europe) (En,Fr,De) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Who Wants to Be a Millionaire; Who Wants to Be a Millionaire (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Winx Club - Mission Enchantix; Winx Club - Mission Enchantix (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Who Wants to Be a Millionaire; Who Wants to Be a Millionaire (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
USA Today Puzzle Craze; USA Today Puzzle Craze (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Where the Wild Things Are; Where the Wild Things Are (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Winning Eleven - Pro Evolution Soccer 2007; Winning Eleven - Pro Evolution Soccer 2007 (USA) (En,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Travel Coach - Europe 1; Travel Coach - Europe 1 (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Travel Coach - Europe 2; Travel Coach - Europe 2 (Europe) (En,De,Nl,El,Tr) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Travel Coach - Europe 3; Travel Coach - Europe 3 (Europe) (En,De,Pl,Ru,Cs); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Where's Waldo - The Fantastic Journey; Where's Waldo - The Fantastic Journey (USA) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Vampire Legends - Power of Three; Vampire Legends - Power of Three (USA) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Valkyrie Profile - Covenant of the Plume; Valkyrie Profile - Covenant of the Plume (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Wheel of Fortune; Wheel of Fortune (USA) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
What's Cooking - Jamie Oliver; What's Cooking - Jamie Oliver (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tron - Evolution; Tron - Evolution (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Vampire Moon - The Mystery of the Hidden Sun; Vampire Moon - The Mystery of the Hidden Sun (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Tropical Lost Island; Tropical Lost Island (Europe) (En,Fr,De,Nl) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Vegas Casino; Vegas Casino (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Veggy World; Veggy World (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Wendy - Das Pferdehospital; Wendy - Das Pferdehospital (Europe) (En,De) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Whac-A-Mole; Whac-A-Mole (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Ultimate Band; Ultimate Band (USA) (En,Fr,Es) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Welcome to Animal Crossing - Wild World; Welcome to Animal Crossing - Wild World (USA) (Rev 1); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Welcome to Animal Crossing - Wild World; Welcome to Animal Crossing - Wild World (USA); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wedding Dash; Wedding Dash (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ultimate Puzzle Games - Sudoku Edition; Ultimate Puzzle Games - Sudoku Edition (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Ultimate Spider-Man; Ultimate Spider-Man (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Wedding Planner - Traumhochzeiten Garantiert; Wedding Planner - Traumhochzeiten Garantiert (Europe) (En,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Underground Pool; Underground Pool (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Victorious - Hollywood Arts Debut; Victorious - Hollywood Arts Debut (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Victorious - Taking the Lead; Victorious - Taking the Lead (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Was Ist Was - Versunkene Schaetze - Das Abenteuerspiel; Was Ist Was - Versunkene Schaetze - Das Abenteuerspiel (Europe) (En,De) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Water Horse, The - Legend of the Deep; Water Horse, The - Legend of the Deep (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
WarioWare - Touched!; WarioWare - Touched! (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Was Ist Was - Abenteuer Erde; Was Ist Was - Abenteuer Erde (Europe) (En,De) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wario - Master of Disguise; Wario - Master of Disguise (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
WarioWare - D.I.Y.; WarioWare - D.I.Y. (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Valentines Day; Valentines Day (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Wappy Dog; Wappy Dog (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Warhammer 40,000 - Squad Command; Warhammer 40,000 - Squad Command (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Wacky Races - Crash & Dash; Wacky Races - Crash & Dash (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
WALL-E; WALL-E (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Visual Logic Training; Visual Logic Training (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Vicky the Viking - Part 2; Vicky the Viking - Part 2 (Europe) (En,Fr,De,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Viva Pinata - Pocket Paradise; Viva Pinata - Pocket Paradise (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
